ID,PRECIO,CAPACIDAD,DTYPE
200000,6054,7,HOSTALROOM
200000,7588,6,HOSTALROOM
200000,1414,1,HOSTALROOM
200000,2051,6,HOSTALROOM
200000,3709,8,HOSTALROOM
200000,2070,7,HOSTALROOM
200000,1727,9,HOSTALROOM
200000,2841,9,HOSTALROOM
200000,6347,7,HOSTALROOM
200000,4073,1,HOSTALROOM
200000,1140,3,HOSTALROOM
200000,8530,10,HOSTALROOM
200000,9193,4,HOSTALROOM
200000,6736,4,HOSTALROOM
200000,6084,9,HOSTALROOM
200000,3479,2,HOSTALROOM
200000,6459,1,HOSTALROOM
200000,630,2,HOSTALROOM
200000,3670,10,HOSTALROOM
200000,3117,9,HOSTALROOM
200000,5511,4,HOSTALROOM
200000,490,6,HOSTALROOM
200000,9488,3,HOSTALROOM
200000,882,8,HOSTALROOM
200000,5843,8,HOSTALROOM
200000,363,2,HOSTALROOM
200000,7191,8,HOSTALROOM
200000,4458,10,HOSTALROOM
200000,3846,9,HOSTALROOM
200000,5257,1,HOSTALROOM
200000,9389,3,HOSTALROOM
200000,6420,3,HOSTALROOM
200000,4675,1,HOSTALROOM
200000,872,7,HOSTALROOM
200000,8936,2,HOSTALROOM
200000,2999,6,HOSTALROOM
200000,4120,3,HOSTALROOM
200000,1424,4,HOSTALROOM
200000,9332,7,HOSTALROOM
200000,2054,9,HOSTALROOM
200000,5494,8,HOSTALROOM
200000,5206,9,HOSTALROOM
200000,2795,8,HOSTALROOM
200000,158,9,HOSTALROOM
200000,9642,3,HOSTALROOM
200000,5774,1,HOSTALROOM
200000,8913,3,HOSTALROOM
200000,1031,1,HOSTALROOM
200000,2679,1,HOSTALROOM
200000,4204,5,HOSTALROOM
200000,9459,8,HOSTALROOM
200000,1631,8,HOSTALROOM
200000,8939,8,HOSTALROOM
200000,7328,8,HOSTALROOM
200000,1645,9,HOSTALROOM
200000,7090,8,HOSTALROOM
200000,7096,8,HOSTALROOM
200000,7560,10,HOSTALROOM
200000,580,9,HOSTALROOM
200000,7190,5,HOSTALROOM
200000,2858,4,HOSTALROOM
200000,1225,9,HOSTALROOM
200000,5687,1,HOSTALROOM
200000,6470,4,HOSTALROOM
200000,2581,2,HOSTALROOM
200000,7471,4,HOSTALROOM
200000,3530,5,HOSTALROOM
200000,7746,3,HOSTALROOM
200000,4976,2,HOSTALROOM
200000,5039,7,HOSTALROOM
200000,1338,5,HOSTALROOM
200000,1997,9,HOSTALROOM
200000,8966,4,HOSTALROOM
200000,3829,6,HOSTALROOM
200000,4967,10,HOSTALROOM
200000,2417,3,HOSTALROOM
200000,7386,7,HOSTALROOM
200000,4266,6,HOSTALROOM
200000,7810,1,HOSTALROOM
200000,4152,5,HOSTALROOM
200000,6227,4,HOSTALROOM
200000,5739,7,HOSTALROOM
200000,4303,10,HOSTALROOM
200000,3390,5,HOSTALROOM
200000,9110,7,HOSTALROOM
200000,6654,9,HOSTALROOM
200000,277,5,HOSTALROOM
200000,8337,1,HOSTALROOM
200000,4408,10,HOSTALROOM
200000,9157,10,HOSTALROOM
200000,6504,10,HOSTALROOM
200000,168,3,HOSTALROOM
200000,768,2,HOSTALROOM
200000,7769,2,HOSTALROOM
200000,4671,4,HOSTALROOM
200000,2722,4,HOSTALROOM
200000,3473,9,HOSTALROOM
200000,6628,2,HOSTALROOM
200000,3307,6,HOSTALROOM
200000,7684,8,HOSTALROOM
200000,9231,4,HOSTALROOM
200000,2098,9,HOSTALROOM
200000,1511,2,HOSTALROOM
200000,4343,4,HOSTALROOM
200000,8563,5,HOSTALROOM
200000,726,6,HOSTALROOM
200000,4130,3,HOSTALROOM
200000,8434,10,HOSTALROOM
200000,7921,5,HOSTALROOM
200000,5255,5,HOSTALROOM
200000,8751,7,HOSTALROOM
200000,6020,1,HOSTALROOM
200000,3669,6,HOSTALROOM
200000,5037,6,HOSTALROOM
200000,200,6,HOSTALROOM
200000,9348,10,HOSTALROOM
200000,4532,7,HOSTALROOM
200000,9436,9,HOSTALROOM
200000,436,6,HOSTALROOM
200000,7287,10,HOSTALROOM
200000,7167,9,HOSTALROOM
200000,8382,1,HOSTALROOM
200000,3458,6,HOSTALROOM
200000,3502,8,HOSTALROOM
200000,7419,5,HOSTALROOM
200000,5734,3,HOSTALROOM
200000,9436,6,HOSTALROOM
200000,8890,1,HOSTALROOM
200000,5376,9,HOSTALROOM
200000,283,6,HOSTALROOM
200000,670,1,HOSTALROOM
200000,3356,8,HOSTALROOM
200000,9518,7,HOSTALROOM
200000,4859,10,HOSTALROOM
200000,966,6,HOSTALROOM
200000,1241,8,HOSTALROOM
200000,7654,10,HOSTALROOM
200000,5541,6,HOSTALROOM
200000,8964,8,HOSTALROOM
200000,4729,9,HOSTALROOM
200000,5222,3,HOSTALROOM
200000,2204,4,HOSTALROOM
200000,6128,10,HOSTALROOM
200000,7813,8,HOSTALROOM
200000,7406,8,HOSTALROOM
200000,2045,9,HOSTALROOM
200000,5325,5,HOSTALROOM
200000,5821,10,HOSTALROOM
200000,265,7,HOSTALROOM
200000,2755,4,HOSTALROOM
200000,5478,7,HOSTALROOM
200000,1791,2,HOSTALROOM
200000,9360,9,HOSTALROOM
200000,6781,4,HOSTALROOM
200000,2949,5,HOSTALROOM
200000,7777,1,HOSTALROOM
200000,7046,6,HOSTALROOM
200000,7354,10,HOSTALROOM
200000,5094,10,HOSTALROOM
200000,4803,4,HOSTALROOM
200000,9772,10,HOSTALROOM
200000,7907,10,HOSTALROOM
200000,6028,2,HOSTALROOM
200000,2736,2,HOSTALROOM
200000,2064,7,HOSTALROOM
200000,2772,6,HOSTALROOM
200000,5984,3,HOSTALROOM
200000,5553,9,HOSTALROOM
200000,1625,5,HOSTALROOM
200000,4988,1,HOSTALROOM
200000,4489,5,HOSTALROOM
200000,7383,8,HOSTALROOM
200000,166,5,HOSTALROOM
200000,2229,6,HOSTALROOM
200000,4222,2,HOSTALROOM
200000,844,8,HOSTALROOM
200000,1256,10,HOSTALROOM
200000,2073,6,HOSTALROOM
200000,3606,5,HOSTALROOM
200000,8255,10,HOSTALROOM
200000,1383,2,HOSTALROOM
200000,1522,4,HOSTALROOM
200000,6582,5,HOSTALROOM
200000,6005,3,HOSTALROOM
200000,9687,9,HOSTALROOM
200000,4435,6,HOSTALROOM
200000,2339,10,HOSTALROOM
200000,6400,10,HOSTALROOM
200000,9945,10,HOSTALROOM
200000,6506,6,HOSTALROOM
200000,6097,5,HOSTALROOM
200000,1428,4,HOSTALROOM
200000,5417,10,HOSTALROOM
200000,7441,2,HOSTALROOM
200000,7357,8,HOSTALROOM
200000,4750,9,HOSTALROOM
200000,1576,6,HOSTALROOM
200000,5631,4,HOSTALROOM
200000,4196,2,HOSTALROOM
200000,2213,1,HOSTALROOM
200000,897,5,HOSTALROOM
200000,6177,1,HOSTALROOM
200000,1916,10,HOSTALROOM
200000,2916,9,HOSTALROOM
200000,8475,6,HOSTALROOM
200000,3751,1,HOSTALROOM
200000,2534,4,HOSTALROOM
200000,4722,1,HOSTALROOM
200000,8397,6,HOSTALROOM
200000,3654,3,HOSTALROOM
200000,1404,2,HOSTALROOM
200000,5940,1,HOSTALROOM
200000,5868,2,HOSTALROOM
200000,7401,6,HOSTALROOM
200000,944,6,HOSTALROOM
200000,8029,1,HOSTALROOM
200000,3651,2,HOSTALROOM
200000,3891,1,HOSTALROOM
200000,4674,5,HOSTALROOM
200000,8340,8,HOSTALROOM
200000,8774,3,HOSTALROOM
200000,9358,10,HOSTALROOM
200000,4821,8,HOSTALROOM
200000,665,4,HOSTALROOM
200000,8973,5,HOSTALROOM
200000,8076,7,HOSTALROOM
200000,9986,6,HOSTALROOM
200000,3798,1,HOSTALROOM
200000,2221,10,HOSTALROOM
200000,6500,6,HOSTALROOM
200000,164,10,HOSTALROOM
200000,2371,5,HOSTALROOM
200000,5240,5,HOSTALROOM
200000,105,9,HOSTALROOM
200000,5157,6,HOSTALROOM
200000,8411,7,HOSTALROOM
200000,4210,7,HOSTALROOM
200000,3368,2,HOSTALROOM
200000,5760,6,HOSTALROOM
200000,3743,4,HOSTALROOM
200000,2148,5,HOSTALROOM
200000,3208,5,HOSTALROOM
200000,6527,10,HOSTALROOM
200000,1503,10,HOSTALROOM
200000,1641,1,HOSTALROOM
200000,8841,4,HOSTALROOM
200000,6828,3,HOSTALROOM
200000,2591,5,HOSTALROOM
200000,3303,5,HOSTALROOM
200000,8388,5,HOSTALROOM
200000,5852,9,HOSTALROOM
200000,3643,1,HOSTALROOM
200000,1019,9,HOSTALROOM
200000,2662,3,HOSTALROOM
200000,8690,10,HOSTALROOM
200000,9933,6,HOSTALROOM
200000,2154,8,HOSTALROOM
200000,5735,7,HOSTALROOM
200000,432,3,HOSTALROOM
200000,6578,10,HOSTALROOM
200000,2602,8,HOSTALROOM
200000,3852,6,HOSTALROOM
200000,6156,1,HOSTALROOM
200000,7732,7,HOSTALROOM
200000,7598,10,HOSTALROOM
200000,7938,8,HOSTALROOM
200000,109,1,HOSTALROOM
200000,6914,3,HOSTALROOM
200000,814,3,HOSTALROOM
200000,4496,3,HOSTALROOM
200000,8882,8,HOSTALROOM
200000,8097,3,HOSTALROOM
200000,8796,9,HOSTALROOM
200000,5313,1,HOSTALROOM
200000,8689,8,HOSTALROOM
200000,1421,5,HOSTALROOM
200000,5967,1,HOSTALROOM
200000,8817,7,HOSTALROOM
200000,3596,6,HOSTALROOM
200000,7569,1,HOSTALROOM
200000,7695,8,HOSTALROOM
200000,7572,8,HOSTALROOM
200000,2349,1,HOSTALROOM
200000,410,7,HOSTALROOM
200000,2585,7,HOSTALROOM
200000,8483,8,HOSTALROOM
200000,9215,3,HOSTALROOM
200000,4480,9,HOSTALROOM
200000,7015,6,HOSTALROOM
200000,2631,5,HOSTALROOM
200000,8577,1,HOSTALROOM
200000,1068,9,HOSTALROOM
200000,562,7,HOSTALROOM
200000,137,2,HOSTALROOM
200000,9009,4,HOSTALROOM
200000,6051,3,HOSTALROOM
200000,4509,4,HOSTALROOM
200000,1628,7,HOSTALROOM
200000,1005,7,HOSTALROOM
200000,6540,1,HOSTALROOM
200000,7417,3,HOSTALROOM
200000,6599,10,HOSTALROOM
200000,8495,7,HOSTALROOM
200000,6732,3,HOSTALROOM
200000,5261,10,HOSTALROOM
200000,5982,4,HOSTALROOM
200000,7400,10,HOSTALROOM
200000,5875,8,HOSTALROOM
200000,532,7,HOSTALROOM
200000,6635,5,HOSTALROOM
200000,5228,3,HOSTALROOM
200000,2510,7,HOSTALROOM
200000,327,3,HOSTALROOM
200000,7005,7,HOSTALROOM
200000,3138,7,HOSTALROOM
200000,7027,3,HOSTALROOM
200000,4949,2,HOSTALROOM
200000,7959,10,HOSTALROOM
200000,7309,3,HOSTALROOM
200000,829,4,HOSTALROOM
200000,4212,3,HOSTALROOM
200000,2633,3,HOSTALROOM
200000,4596,7,HOSTALROOM
200000,3450,2,HOSTALROOM
200000,3937,5,HOSTALROOM
200000,5538,8,HOSTALROOM
200000,1356,8,HOSTALROOM
200000,7947,7,HOSTALROOM
200000,5074,1,HOSTALROOM
200000,5699,6,HOSTALROOM
200000,1983,9,HOSTALROOM
200000,5438,1,HOSTALROOM
200000,5055,9,HOSTALROOM
200000,6898,1,HOSTALROOM
200000,7934,6,HOSTALROOM
200000,4420,7,HOSTALROOM
200000,1594,3,HOSTALROOM
200000,1859,1,HOSTALROOM
200000,9999,7,HOSTALROOM
200000,5529,10,HOSTALROOM
200000,8248,2,HOSTALROOM
200000,3175,6,HOSTALROOM
200000,7990,10,HOSTALROOM
200000,6027,10,HOSTALROOM
200000,9534,6,HOSTALROOM
200000,242,2,HOSTALROOM
200000,8302,3,HOSTALROOM
200000,8109,5,HOSTALROOM
200000,8480,2,HOSTALROOM
200000,2767,3,HOSTALROOM
200000,5529,10,HOSTALROOM
200000,4919,1,HOSTALROOM
200000,5338,6,HOSTALROOM
200000,9624,8,HOSTALROOM
200000,6657,7,HOSTALROOM
200000,4321,10,HOSTALROOM
200000,579,3,HOSTALROOM
200000,5899,5,HOSTALROOM
200000,6594,9,HOSTALROOM
200000,4364,8,HOSTALROOM
200000,9078,9,HOSTALROOM
200000,2965,3,HOSTALROOM
200000,6236,10,HOSTALROOM
200000,2962,9,HOSTALROOM
200000,6124,5,HOSTALROOM
200000,2017,1,HOSTALROOM
200000,9814,3,HOSTALROOM
200000,7538,4,HOSTALROOM
200000,5164,9,HOSTALROOM
200000,1139,2,HOSTALROOM
200000,3910,10,HOSTALROOM
200000,6759,9,HOSTALROOM
200000,8702,10,HOSTALROOM
200000,7644,6,HOSTALROOM
200000,6124,8,HOSTALROOM
200000,9538,4,HOSTALROOM
200000,2899,9,HOSTALROOM
200000,5129,3,HOSTALROOM
200000,6601,7,HOSTALROOM
200000,5082,7,HOSTALROOM
200000,8438,8,HOSTALROOM
200000,1481,2,HOSTALROOM
200000,7689,1,HOSTALROOM
200000,5214,2,HOSTALROOM
200000,8484,9,HOSTALROOM
200000,3117,10,HOSTALROOM
200000,3878,3,HOSTALROOM
200000,4258,8,HOSTALROOM
200000,701,4,HOSTALROOM
200000,9256,4,HOSTALROOM
200000,6479,10,HOSTALROOM
200000,5341,8,HOSTALROOM
200000,5025,2,HOSTALROOM
200000,7265,3,HOSTALROOM
200000,2685,9,HOSTALROOM
200000,9740,9,HOSTALROOM
200000,1055,5,HOSTALROOM
200000,7768,5,HOSTALROOM
200000,2834,5,HOSTALROOM
200000,665,7,HOSTALROOM
200000,8247,2,HOSTALROOM
200000,3927,10,HOSTALROOM
200000,1078,1,HOSTALROOM
200000,2755,3,HOSTALROOM
200000,2412,1,HOSTALROOM
200000,4735,4,HOSTALROOM
200000,6465,4,HOSTALROOM
200000,7011,5,HOSTALROOM
200000,4111,2,HOSTALROOM
200000,6525,6,HOSTALROOM
200000,459,7,HOSTALROOM
200000,7022,5,HOSTALROOM
200000,306,2,HOSTALROOM
200000,6551,5,HOSTALROOM
200000,7671,2,HOSTALROOM
200000,4927,9,HOSTALROOM
200000,1993,7,HOSTALROOM
200000,6009,7,HOSTALROOM
200000,3890,8,HOSTALROOM
200000,4259,7,HOSTALROOM
200000,6526,10,HOSTALROOM
200000,7626,7,HOSTALROOM
200000,6503,6,HOSTALROOM
200000,3751,7,HOSTALROOM
200000,7942,1,HOSTALROOM
200000,450,5,HOSTALROOM
200000,9215,4,HOSTALROOM
200000,2803,3,HOSTALROOM
200000,6170,4,HOSTALROOM
200000,3973,9,HOSTALROOM
200000,6119,1,HOSTALROOM
200000,6477,1,HOSTALROOM
200000,6550,7,HOSTALROOM
200000,2600,9,HOSTALROOM
200000,1893,6,HOSTALROOM
200000,8414,4,HOSTALROOM
200000,4636,9,HOSTALROOM
200000,2304,7,HOSTALROOM
200000,5754,5,HOSTALROOM
200000,1341,9,HOSTALROOM
200000,7179,1,HOSTALROOM
200000,3704,4,HOSTALROOM
200000,5630,5,HOSTALROOM
200000,2194,4,HOSTALROOM
200000,5597,5,HOSTALROOM
200000,7423,9,HOSTALROOM
200000,9025,3,HOSTALROOM
200000,9878,6,HOSTALROOM
200000,1878,6,HOSTALROOM
200000,7235,10,HOSTALROOM
200000,1841,7,HOSTALROOM
200000,9668,3,HOSTALROOM
200000,7204,6,HOSTALROOM
200000,6713,10,HOSTALROOM
200000,7408,3,HOSTALROOM
200000,141,3,HOSTALROOM
200000,2903,4,HOSTALROOM
200000,2864,3,HOSTALROOM
200000,8723,4,HOSTALROOM
200000,3681,6,HOSTALROOM
200000,2088,9,HOSTALROOM
200000,4945,9,HOSTALROOM
200000,100,10,HOSTALROOM
200000,6484,2,HOSTALROOM
200000,3065,3,HOSTALROOM
200000,7169,7,HOSTALROOM
200000,207,1,HOSTALROOM
200000,313,7,HOSTALROOM
200000,8347,10,HOSTALROOM
200000,5259,9,HOSTALROOM
200000,654,9,HOSTALROOM
200000,5829,4,HOSTALROOM
200000,698,9,HOSTALROOM
200000,8937,5,HOSTALROOM
200000,9943,6,HOSTALROOM
200000,9069,9,HOSTALROOM
200000,7670,3,HOSTALROOM
200000,1317,2,HOSTALROOM
200000,8469,3,HOSTALROOM
200000,3243,1,HOSTALROOM
200000,5929,5,HOSTALROOM
200000,3382,1,HOSTALROOM
200000,2866,7,HOSTALROOM
200000,4604,8,HOSTALROOM
200000,4290,10,HOSTALROOM
200000,5908,10,HOSTALROOM
200000,8178,1,HOSTALROOM
200000,2716,1,HOSTALROOM
200000,2409,4,HOSTALROOM
200000,4929,5,HOSTALROOM
200000,2190,8,HOSTALROOM
200000,588,7,HOSTALROOM
200000,4411,1,HOSTALROOM
200000,4164,8,HOSTALROOM
200000,4526,8,HOSTALROOM
200000,3797,4,HOSTALROOM
200000,3818,3,HOSTALROOM
200000,8924,7,HOSTALROOM
200000,9504,3,HOSTALROOM
200000,508,1,HOSTALROOM
200000,5534,10,HOSTALROOM
200000,8868,6,HOSTALROOM
200000,7445,1,HOSTALROOM
200000,2733,6,HOSTALROOM
200000,4601,5,HOSTALROOM
200000,4714,3,HOSTALROOM
200000,176,7,HOSTALROOM
200000,3206,3,HOSTALROOM
200000,9935,1,HOSTALROOM
200000,6828,4,HOSTALROOM
200000,4375,5,HOSTALROOM
200000,7527,4,HOSTALROOM
200000,1727,8,HOSTALROOM
200000,8029,1,HOSTALROOM
200000,6475,8,HOSTALROOM
200000,5899,8,HOSTALROOM
200000,4831,6,HOSTALROOM
200000,7021,5,HOSTALROOM
200000,7782,10,HOSTALROOM
200000,8415,5,HOSTALROOM
200000,1735,3,HOSTALROOM
200000,4078,8,HOSTALROOM
200000,9548,1,HOSTALROOM
200000,6534,4,HOSTALROOM
200000,8278,8,HOSTALROOM
200000,8932,8,HOSTALROOM
200000,4488,5,HOSTALROOM
200000,788,8,HOSTALROOM
200000,7577,7,HOSTALROOM
200000,7194,10,HOSTALROOM
200000,4716,1,HOSTALROOM
200000,7970,5,HOSTALROOM
200000,1476,7,HOSTALROOM
200000,4595,1,HOSTALROOM
200000,2488,1,HOSTALROOM
200000,2187,9,HOSTALROOM
200000,3360,6,HOSTALROOM
200000,6080,10,HOSTALROOM
200000,4400,4,HOSTALROOM
200000,2543,10,HOSTALROOM
200000,2614,5,HOSTALROOM
200000,6940,10,HOSTALROOM
200000,5757,3,HOSTALROOM
200000,283,2,HOSTALROOM
200000,4940,8,HOSTALROOM
200000,764,3,HOSTALROOM
200000,7650,8,HOSTALROOM
200000,8304,9,HOSTALROOM
200000,1624,5,HOSTALROOM
200000,1126,2,HOSTALROOM
200000,853,5,HOSTALROOM
200000,6202,2,HOSTALROOM
200000,4590,5,HOSTALROOM
200000,6770,5,HOSTALROOM
200000,6814,10,HOSTALROOM
200000,3321,1,HOSTALROOM
200000,9413,3,HOSTALROOM
200000,3419,8,HOSTALROOM
200000,4039,7,HOSTALROOM
200000,3049,5,HOSTALROOM
200000,4787,10,HOSTALROOM
200000,3659,1,HOSTALROOM
200000,6690,9,HOSTALROOM
200000,6052,10,HOSTALROOM
200000,3637,5,HOSTALROOM
200000,6380,7,HOSTALROOM
200000,2374,10,HOSTALROOM
200000,7547,1,HOSTALROOM
200000,7622,3,HOSTALROOM
200000,6709,5,HOSTALROOM
200000,9837,4,HOSTALROOM
200000,5161,9,HOSTALROOM
200000,2236,1,HOSTALROOM
200000,2780,10,HOSTALROOM
200000,8098,10,HOSTALROOM
200000,4436,2,HOSTALROOM
200000,2846,3,HOSTALROOM
200000,9718,4,HOSTALROOM
200000,5831,3,HOSTALROOM
200000,2197,3,HOSTALROOM
200000,5445,7,HOSTALROOM
200000,2634,6,HOSTALROOM
200000,5288,4,HOSTALROOM
200000,8085,3,HOSTALROOM
200000,3874,9,HOSTALROOM
200000,1554,8,HOSTALROOM
200000,3215,1,HOSTALROOM
200000,7094,8,HOSTALROOM
200000,5351,7,HOSTALROOM
200000,3274,4,HOSTALROOM
200000,1993,5,HOSTALROOM
200000,346,3,HOSTALROOM
200000,613,8,HOSTALROOM
200000,8259,4,HOSTALROOM
200000,8620,8,HOSTALROOM
200000,6505,8,HOSTALROOM
200000,4287,8,HOSTALROOM
200000,6349,10,HOSTALROOM
200000,3416,7,HOSTALROOM
200000,4866,2,HOSTALROOM
200000,1770,7,HOSTALROOM
200000,8272,8,HOSTALROOM
200000,6736,2,HOSTALROOM
200000,1114,6,HOSTALROOM
200000,5478,9,HOSTALROOM
200000,2745,10,HOSTALROOM
200000,3730,7,HOSTALROOM
200000,1227,4,HOSTALROOM
200000,2066,4,HOSTALROOM
200000,4752,9,HOSTALROOM
200000,7339,10,HOSTALROOM
200000,1454,10,HOSTALROOM
200000,803,1,HOSTALROOM
200000,2912,4,HOSTALROOM
200000,483,1,HOSTALROOM
200000,5327,8,HOSTALROOM
200000,1010,2,HOSTALROOM
200000,7497,2,HOSTALROOM
200000,3914,10,HOSTALROOM
200000,9703,4,HOSTALROOM
200000,9546,2,HOSTALROOM
200000,9810,10,HOSTALROOM
200000,6913,1,HOSTALROOM
200000,3061,9,HOSTALROOM
200000,4965,4,HOSTALROOM
200000,2753,8,HOSTALROOM
200000,2628,1,HOSTALROOM
200000,4049,3,HOSTALROOM
200000,6014,9,HOSTALROOM
200000,6234,5,HOSTALROOM
200000,9426,10,HOSTALROOM
200000,6605,10,HOSTALROOM
200000,3483,4,HOSTALROOM
200000,9299,2,HOSTALROOM
200000,5021,2,HOSTALROOM
200000,8625,4,HOSTALROOM
200000,7358,7,HOSTALROOM
200000,8432,8,HOSTALROOM
200000,3068,3,HOSTALROOM
200000,9711,3,HOSTALROOM
200000,3811,3,HOSTALROOM
200000,5266,3,HOSTALROOM
200000,1889,6,HOSTALROOM
200000,3829,6,HOSTALROOM
200000,5716,10,HOSTALROOM
200000,9437,3,HOSTALROOM
200000,2453,5,HOSTALROOM
200000,3307,5,HOSTALROOM
200000,3166,8,HOSTALROOM
200000,6915,4,HOSTALROOM
200000,7464,10,HOSTALROOM
200000,8677,9,HOSTALROOM
200000,8556,7,HOSTALROOM
200000,9520,3,HOSTALROOM
200000,7940,3,HOSTALROOM
200000,3750,2,HOSTALROOM
200000,6040,3,HOSTALROOM
200000,4824,4,HOSTALROOM
200000,2556,6,HOSTALROOM
200000,3877,3,HOSTALROOM
200000,256,1,HOSTALROOM
200000,4568,6,HOSTALROOM
200000,660,6,HOSTALROOM
200000,1168,1,HOSTALROOM
200000,6433,8,HOSTALROOM
200000,2703,10,HOSTALROOM
200000,7856,3,HOSTALROOM
200000,5976,10,HOSTALROOM
200000,1657,9,HOSTALROOM
200000,2164,10,HOSTALROOM
200000,9691,10,HOSTALROOM
200000,1763,4,HOSTALROOM
200000,2865,2,HOSTALROOM
200000,3553,10,HOSTALROOM
200000,2755,10,HOSTALROOM
200000,2183,4,HOSTALROOM
200000,3133,2,HOSTALROOM
200000,3455,10,HOSTALROOM
200000,5101,6,HOSTALROOM
200000,2114,8,HOSTALROOM
200000,3804,6,HOSTALROOM
200000,7464,8,HOSTALROOM
200000,6024,9,HOSTALROOM
200000,1803,6,HOSTALROOM
200000,9035,10,HOSTALROOM
200000,5528,4,HOSTALROOM
200000,2654,5,HOSTALROOM
200000,3749,6,HOSTALROOM
200000,3919,7,HOSTALROOM
200000,6137,2,HOSTALROOM
200000,1961,9,HOSTALROOM
200000,1303,3,HOSTALROOM
200000,8342,1,HOSTALROOM
200000,6228,6,HOSTALROOM
200000,8018,6,HOSTALROOM
200000,6334,10,HOSTALROOM
200000,9909,6,HOSTALROOM
200000,4614,2,HOSTALROOM
200000,2639,6,HOSTALROOM
200000,1716,9,HOSTALROOM
200000,2514,9,HOSTALROOM
200000,8228,9,HOSTALROOM
200000,3458,9,HOSTALROOM
200000,5500,9,HOSTALROOM
200000,2617,9,HOSTALROOM
200000,8030,4,HOSTALROOM
200000,4473,2,HOSTALROOM
200000,4761,4,HOSTALROOM
200000,9785,1,HOSTALROOM
200000,4451,6,HOSTALROOM
200000,7976,8,HOSTALROOM
200000,9279,4,HOSTALROOM
200000,534,6,HOSTALROOM
200000,7476,3,HOSTALROOM
200000,5070,10,HOSTALROOM
200000,630,9,HOSTALROOM
200000,2253,10,HOSTALROOM
200000,5534,3,HOSTALROOM
200000,9726,8,HOSTALROOM
200000,6007,6,HOSTALROOM
200000,614,5,HOSTALROOM
200000,1466,3,HOSTALROOM
200000,8921,3,HOSTALROOM
200000,8116,10,HOSTALROOM
200000,7637,8,HOSTALROOM
200000,8208,7,HOSTALROOM
200000,1268,8,HOSTALROOM
200000,3673,1,HOSTALROOM
200000,635,2,HOSTALROOM
200000,2121,9,HOSTALROOM
200000,4014,8,HOSTALROOM
200000,2016,10,HOSTALROOM
200000,8918,10,HOSTALROOM
200000,5282,2,HOSTALROOM
200000,2856,8,HOSTALROOM
200000,6468,6,HOSTALROOM
200000,5778,6,HOSTALROOM
200000,3584,3,HOSTALROOM
200000,9478,9,HOSTALROOM
200000,6247,6,HOSTALROOM
200000,348,9,HOSTALROOM
200000,1567,5,HOSTALROOM
200000,7823,4,HOSTALROOM
200000,829,4,HOSTALROOM
200000,9240,6,HOSTALROOM
200000,9864,8,HOSTALROOM
200000,1694,1,HOSTALROOM
200000,333,10,HOSTALROOM
200000,102,1,HOSTALROOM
200000,9835,2,HOSTALROOM
200000,5176,10,HOSTALROOM
200000,2495,2,HOSTALROOM
200000,8063,8,HOSTALROOM
200000,6998,1,HOSTALROOM
200000,3279,2,HOSTALROOM
200000,5593,2,HOSTALROOM
200000,8281,6,HOSTALROOM
200000,202,3,HOSTALROOM
200000,6030,3,HOSTALROOM
200000,9282,10,HOSTALROOM
200000,8221,10,HOSTALROOM
200000,1847,10,HOSTALROOM
200000,8518,8,HOSTALROOM
200000,3093,9,HOSTALROOM
200000,8155,6,HOSTALROOM
200000,212,10,HOSTALROOM
200000,5671,5,HOSTALROOM
200000,8257,3,HOSTALROOM
200000,2376,4,HOSTALROOM
200000,8848,5,HOSTALROOM
200000,3603,4,HOSTALROOM
200000,5664,10,HOSTALROOM
200000,8738,3,HOSTALROOM
200000,3393,2,HOSTALROOM
200000,4423,3,HOSTALROOM
200000,6089,3,HOSTALROOM
200000,586,3,HOSTALROOM
200000,5054,10,HOSTALROOM
200000,1784,1,HOSTALROOM
200000,638,6,HOSTALROOM
200000,4233,6,HOSTALROOM
200000,6316,8,HOSTALROOM
200000,2516,9,HOSTALROOM
200000,3721,3,HOSTALROOM
200000,3207,4,HOSTALROOM
200000,8653,7,HOSTALROOM
200000,3006,8,HOSTALROOM
200000,7634,3,HOSTALROOM
200000,2237,10,HOSTALROOM
200000,341,3,HOSTALROOM
200000,1993,8,HOSTALROOM
200000,1413,7,HOSTALROOM
200000,359,3,HOSTALROOM
200000,8151,7,HOSTALROOM
200000,7077,4,HOSTALROOM
200000,4755,3,HOSTALROOM
200000,7355,7,HOSTALROOM
200000,2032,1,HOSTALROOM
200000,2538,7,HOSTALROOM
200000,3852,4,HOSTALROOM
200000,198,9,HOSTALROOM
200000,345,6,HOSTALROOM
200000,8473,6,HOSTALROOM
200000,2019,10,HOSTALROOM
200000,2782,9,HOSTALROOM
200000,530,7,HOSTALROOM
200000,9865,4,HOSTALROOM
200000,2828,4,HOSTALROOM
200000,9120,5,HOSTALROOM
200000,8909,10,HOSTALROOM
200000,8209,4,HOSTALROOM
200000,1877,8,HOSTALROOM
200000,398,7,HOSTALROOM
200000,6228,10,HOSTALROOM
200000,4441,2,HOSTALROOM
200000,5216,6,HOSTALROOM
200000,628,3,HOSTALROOM
200000,5344,8,HOSTALROOM
200000,6455,2,HOSTALROOM
200000,3100,8,HOSTALROOM
200000,9682,3,HOSTALROOM
200000,6054,7,HOSTALROOM
200000,3000,10,HOSTALROOM
200000,5120,2,HOSTALROOM
200000,2084,6,HOSTALROOM
200000,3287,1,HOSTALROOM
